"","pid","wt","POP","HH","AGE5U","AGE18U","AGE65O","NFAM","NFAMALONE","POV","RACWHITE","RACBLACK","RACASIAN","RACHSPLAT","POV.FAM","POV.NFAM","POV.NFAMALONE"
"607","203191b",9,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"608","203292",21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"609","203527a",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"610","203527b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"611","203527c",22,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"612","204694",17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"613","204862a",41,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"614","204862b",52,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"615","205265a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"616","205265b",22,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"617","205265c",26,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"618","205365a",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"619","205365b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"620","205698a",9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"621","205698b",11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"622","205760",8,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"623","206174",2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"624","207073a",11,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"625","207073b",14,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"626","207191",4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"627","207431",18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"628","208032a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"629","208032b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"630","208337a",16,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"631","208337b",17,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"632","208531a",16,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"633","208531b",13,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"634","208572",18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"635","208754a",19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"636","208754b",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"637","208754c",26,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"638","210992",24,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"639","213040",24,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"640","213199",19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"641","213574",14,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"642","213729a",21,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"643","213729b",22,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"644","213780a",7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"645","213780b",8,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"646","214265",20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"647","214870a",14,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"648","214870b",13,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"649","216143a",22,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"650","216143b",23,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"651","216681a",82,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"652","216681b",87,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"653","216681c",87,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"654","219062a",35,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"655","219062b",31,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"656","219119a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"657","219119b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"658","219937",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"659","223622",17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"660","223792a",13,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"661","223792b",15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"662","223792c",14,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"663","224862a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"664","224862b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"665","224862c",10,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"666","224883a",8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"667","224883b",8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"668","224940a",9,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"669","224940b",10,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0
"670","225421a",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"671","225421b",27,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"672","225421c",24,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"673","225421d",20,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"674","225421e",27,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"675","225433",27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"676","226512",13,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"677","227183",19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"678","227657a",26,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"679","227657b",23,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"680","227657c",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"681","227826a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"682","227826b",19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"683","227826c",15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"684","227826d",13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"685","228382",29,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"686","229024",18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"687","231868a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"688","231868b",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"689","233094",12,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"690","234286a",69,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"691","234286b",66,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"692","234965a",17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"693","234965b",18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"694","234965c",20,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"695","234965d",22,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"696","234965e",18,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"697","235507a",18,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"698","235507b",19,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"699","236328",20,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1
"700","236521",19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"701","238221",39,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1
"702","238638",24,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"703","238986",24,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"704","239155a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"705","239155b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"706","239521a",14,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"707","239521b",17,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"708","239667a",13,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"709","239667b",14,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"710","239667c",16,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"711","240605a",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"712","240605b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"713","241328a",16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"714","241328b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"715","241328c",17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"716","241856a",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"717","241856b",25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"718","241856c",45,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"719","243846",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"720","244226a",57,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"721","244226b",61,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"722","244226c",108,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"723","244291",13,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"724","245497a",9,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"725","245497b",12,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"726","246097a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"727","246097b",11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"728","246233a",35,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"729","246233b",23,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"730","246433a",14,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"731","246433b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"732","246484a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"733","246484b",11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"734","246484c",11,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"735","246484d",11,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"736","246829",16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737","247473a",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"738","247473b",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"739","247611",22,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"740","247937",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741","248014",39,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"742","248186",48,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"743","248892",3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"744","251522",19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"745","251992a",65,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"746","251992b",53,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"747","252327a",50,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
"748","252327b",36,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"749","252327c",37,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"750","252349a",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"751","252349b",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"752","252349c",30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"753","252349d",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"754","252349e",21,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"755","252349f",25,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"756","252480a",9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"757","252480b",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"758","252550",13,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"759","253350",28,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"760","254065",22,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"761","254401",14,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"762","254409a",10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"763","254409b",14,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"764","254566",15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"765","256200",13,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"766","257010a",22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"767","257010b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"768","257010c",19,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"769","257010d",19,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"770","258688a",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"771","258688b",22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"772","258688c",19,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"773","258688d",18,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"774","258720a",28,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"775","258720b",29,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"776","258720c",29,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"777","258731",11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"778","259208",16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"779","259676a",11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"780","259676b",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"781","260987a",73,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"782","260987b",68,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"783","260987c",56,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"784","260987d",55,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"785","260987e",56,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"786","261298",11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"787","262678a",20,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"788","262678b",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"789","262678c",17,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"790","262747",7,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"791","264475a",25,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"792","264475b",27,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"793","264475c",23,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"794","265662",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"795","266375",9,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1
"796","266593a",17,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"797","266593b",14,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"798","268067a",95,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"799","268067b",99,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"800","268067c",74,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"801","268275a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"802","268275b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"803","268275c",13,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"804","268275d",13,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"805","268879a",16,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"806","268879b",12,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"807","272682a",30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"808","272682b",29,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"809","272682c",23,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"810","272682d",23,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"811","272747a",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"812","272747b",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"813","273313",16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"814","275542",15,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"815","276945a",8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"816","276945b",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"817","276945c",7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"818","276945d",8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"819","277749",10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"820","278532a",10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"821","278532b",9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"822","279467",16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"823","280509a",53,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"824","280509b",54,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"825","280741",18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"826","280938a",38,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"827","280938b",40,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"828","280938c",41,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"829","281501",12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"830","281921",13,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"831","283879a",22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"832","283879b",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"833","283879c",21,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"834","283879d",17,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"835","283879e",17,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"836","284229a",16,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"837","284229b",10,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"838","284339a",17,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"839","284339b",18,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
"840","285066a",13,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"841","285066b",11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"842","285066c",11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"843","285066d",13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"844","285066e",16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"845","285066f",14,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"846","285066g",11,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"847","285066h",12,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"848","285066i",9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"849","285066j",13,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"850","285066k",9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"851","285066l",10,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0
"852","285247",19,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"853","285851",11,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"854","286608a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"855","286608b",13,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"856","289061",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"857","289633a",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"858","289633b",25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"859","289633c",20,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"860","289633d",26,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"861","292041a",63,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"862","292041b",59,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"863","292041c",44,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"864","292041d",49,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"865","292041e",48,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"866","292850",16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"867","292920a",18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"868","292920b",18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"869","292920c",30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"870","292920d",29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"871","293106a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"872","293106b",11,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"873","293307",12,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"874","295430a",10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"875","295430b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"876","295493",12,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"877","296885",29,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"878","298494",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"879","298641",24,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"880","298982",13,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
"881","299219a",23,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"882","299219b",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"883","300246",19,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"884","300316",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"885","301335a",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"886","301335b",22,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"887","301335c",23,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"888","301660a",25,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"889","301660b",14,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"890","301660c",23,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"891","301660d",23,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"892","302306a",27,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"893","302306b",21,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"894","305435",16,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"895","305713a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"896","305713b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"897","305713c",12,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"898","306820",15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"899","307017a",22,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"900","307017b",25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"901","307634",16,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"902","308665a",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"903","308665b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"904","308665c",11,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"905","308665d",11,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"906","308665e",26,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"907","310197",8,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"908","310453",15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"909","312294a",54,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"910","312294b",57,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"911","312294c",58,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"912","312294d",57,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"913","312294e",57,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"914","312395",16,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"915","312598",40,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"916","313366",28,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1
"917","313809a",9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"918","313809b",7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"919","314023a",26,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"920","314023b",27,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"921","314023c",34,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
"922","314763a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"923","314763b",11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"924","314763c",12,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"925","314763d",10,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"926","314763e",10,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"927","315910a",23,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"928","315910b",27,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"929","315910c",32,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"930","315910d",24,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"931","316215a",21,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
