"","pid","wt","POP","HH","AGE5U","AGE18U","AGE65O","NFAM","NFAMALONE","POV","RACWHITE","RACBLACK","RACASIAN","RACHSPLAT","POV.FAM","POV.NFAM","POV.NFAMALONE"
"3244","1099041a",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3245","1099041b",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3246","1099682",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3247","1100472a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3248","1100472b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3249","1100518a",22,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3250","1100518b",25,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3251","1100518c",26,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3252","1100518d",38,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3253","1100702a",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3254","1100702b",22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3255","1100702c",19,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3256","1100702d",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3257","1100702e",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3258","1100980",19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3259","1101033",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3260","1101479",11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3261","1102652a",7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3262","1102652b",9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3263","1102652c",16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"3264","1102652d",7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"3265","1104748a",22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3266","1104748b",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3267","1104748c",25,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3268","1105377",21,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"3269","1105847",14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3270","1105952",55,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
"3271","1106049",18,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1
"3272","1107240",9,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3273","1108558",7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3274","1108885",15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3275","1109013a",11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"3276","1109013b",8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"3277","1109013c",11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3278","1109505a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3279","1109505b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3280","1110140",21,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"3281","1110447a",33,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"3282","1110447b",39,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
"3283","1110472a",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3284","1110472b",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3285","1110472c",32,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"3286","1111001a",13,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3287","1111001b",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3288","1111152a",16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3289","1111152b",20,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"3290","1111152c",25,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"3291","1111286",47,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3292","1112685",14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3293","1112729",14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3294","1112883a",76,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3295","1112883b",72,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3296","1112883c",99,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3297","1112937",13,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3298","1115671a",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3299","1115671b",28,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3300","1115671c",26,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"3301","1115671d",25,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"3302","1116030",15,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"3303","1116413",22,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"3304","1116511a",17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3305","1116511b",18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3306","1117115",17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3307","1117488a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3308","1117488b",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3309","1117920",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3310","1118470a",11,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3311","1118470b",13,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3312","1121769a",15,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3313","1121769b",14,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3314","1122817a",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3315","1122817b",36,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"3316","1123051a",14,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3317","1123051b",12,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3318","1123253a",8,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3319","1123253b",11,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3320","1125493",8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"3321","1125776",15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3322","1126486a",99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"3323","1126486b",63,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"3324","1126486c",108,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"3325","1126489a",15,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"3326","1126489b",14,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3327","1126571a",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3328","1126571b",25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3329","1126571c",22,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3330","1126571d",23,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3331","1127041a",9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3332","1127041b",10,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3333","1127068a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3334","1127068b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3335","1127511a",55,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3336","1127511b",63,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3337","1127511c",63,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3338","1127526a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3339","1127526b",16,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"3340","1127526c",20,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
"3341","1128623",4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3342","1129123a",22,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3343","1129123b",25,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3344","1129244a",16,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3345","1129244b",18,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3346","1129402",8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3347","1129486a",18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3348","1129486b",15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3349","1129486c",17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3350","1129795a",13,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3351","1129795b",16,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3352","1130149a",19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3353","1130149b",18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3354","1130149c",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3355","1130149d",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3356","1130888",5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"3357","1132103",20,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"3358","1133080",17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3359","1134896",26,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"3360","1135362",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3361","1136176",14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3362","1138151",2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"3363","1138296",17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3364","1138575",17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3365","1138710a",13,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3366","1138710b",9,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3367","1138710c",10,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3368","1138710d",14,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3369","1139200",126,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"3370","1139787a",13,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3371","1139787b",19,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3372","1140218",8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3373","1140726a",19,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3374","1140726b",21,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3375","1142721a",13,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"3376","1142721b",21,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"3377","1143109a",15,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3378","1143109b",15,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3379","1144092a",22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3380","1144092b",19,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"3381","1144092c",19,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3382","1144092d",18,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3383","1144092e",29,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"3384","1144092f",28,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"3385","1144193",17,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"3386","1144689a",17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3387","1144689b",16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3388","1144689c",15,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"3389","1144689d",15,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"3390","1144883",16,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"3391","1145672a",41,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3392","1145672b",55,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"3393","1145725a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3394","1145725b",14,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3395","1146318",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3396","1146675",7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3397","1147320",27,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3398","1147554a",21,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3399","1147554b",24,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3400","1147571",26,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1
"3401","1148099a",8,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3402","1148099b",7,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3403","1148110",13,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"3404","1148583a",13,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"3405","1148583b",14,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"3406","1148583c",12,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0
"3407","1148583d",12,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0
"3408","1148636",13,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3409","1149090a",23,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3410","1149090b",26,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3411","1149090c",26,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3412","1149090d",39,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3413","1149959a",20,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"3414","1149959b",19,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"3415","1149959c",18,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
"3416","1150648",25,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"3417","1150715a",10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3418","1150715b",10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3419","1151622a",34,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3420","1151622b",40,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3421","1153029",15,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"3422","1153472",12,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"3423","1153498",17,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3424","1154213a",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3425","1154213b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3426","1154213c",21,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3427","1154213d",19,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3428","1154213e",19,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3429","1154408a",32,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3430","1154408b",37,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3431","1154550a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3432","1154550b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3433","1154738a",29,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
"3434","1154738b",16,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"3435","1154816a",40,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3436","1154816b",51,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3437","1155434",43,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3438","1155740a",8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3439","1155740b",9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3440","1157025",19,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3441","1159227a",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3442","1159227b",22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3443","1159227c",23,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3444","1159227d",19,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3445","1159693a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3446","1159693b",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3447","1160393",8,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"3448","1161159a",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3449","1161159b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3450","1161797a",11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3451","1161797b",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3452","1162109a",23,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3453","1162109b",22,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3454","1162315a",53,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3455","1162315b",75,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3456","1162919",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3457","1163786",2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"3458","1164377a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3459","1164377b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3460","1166301a",25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3461","1166301b",30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3462","1167742a",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3463","1167742b",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3464","1167742c",29,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3465","1168317a",32,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"3466","1168317b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3467","1168317c",30,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
"3468","1168317d",17,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
"3469","1168317e",38,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
"3470","1168569",21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3471","1170451a",31,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3472","1170451b",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3473","1170451c",35,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3474","1170451d",28,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3475","1170451e",28,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3476","1170451f",38,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"3477","1170451g",37,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3478","1171936a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3479","1171936b",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3480","1172921",30,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3481","1173399a",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3482","1173399b",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3483","1173399c",20,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"3484","1173435",2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"3485","1175299",31,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"3486","1175437",2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"3487","1175448",17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3488","1176232",22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3489","1176284",2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"3490","1177048",47,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"3491","1178731",9,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"3492","1181455",20,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3493","1181503a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3494","1181503b",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3495","1181503c",11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"3496","1181503d",8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"3497","1183361a",12,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3498","1183361b",11,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3499","1183599",15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3500","1184390a",10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"3501","1184390b",14,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3502","1185333a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3503","1185333b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3504","1185333c",12,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3505","1185482a",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3506","1185482b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3507","1185650a",17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3508","1185650b",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3509","1185650c",15,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3510","1185814",67,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3511","1186097",15,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"3512","1186977a",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3513","1186977b",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3514","1187291a",35,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3515","1187291b",43,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3516","1187291c",42,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3517","1188135",23,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"3518","1188503a",22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3519","1188503b",20,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3520","1188503c",19,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3521","1188503d",25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3522","1188755a",6,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
"3523","1188755b",6,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
"3524","1189006a",38,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
"3525","1189006b",48,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3526","1189006c",43,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
"3527","1191300",14,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"3528","1192964a",7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3529","1192964b",9,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3530","1194099a",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3531","1194099b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3532","1194835",20,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3533","1195097a",13,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3534","1195097b",11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3535","1195930",17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3536","1196066",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3537","1196075",16,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"3538","1197281",15,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
"3539","1197913a",9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3540","1197913b",9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3541","1197913c",9,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3542","1197913d",8,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3543","1200126",21,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"3544","1200140a",17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3545","1200140b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3546","1200342a",13,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3547","1200342b",15,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3548","1201244",20,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3549","1202843a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3550","1202843b",14,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3551","1202963a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3552","1202963b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3553","1202963c",13,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3554","1202963d",13,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3555","1203050a",11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3556","1203050b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3557","1203281",4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3558","1203864a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3559","1203864b",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3560","1203921",15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3561","1205705",60,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"3562","1206993a",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3563","1206993b",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3564","1206993c",21,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"3565","1206993d",21,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"3566","1207232a",22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3567","1207232b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3568","1207232c",19,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3569","1207278a",14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"3570","1207278b",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3571","1207796",15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3572","1208127",20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3573","1208273a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3574","1208273b",10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3575","1208273c",13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"3576","1209317",11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3577","1209652",15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3578","1209654a",29,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"3579","1209654b",29,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3580","1210070a",14,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3581","1210070b",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3582","1210891a",22,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"3583","1210891b",32,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
